,GradeID,StudentID,Date,ActivityID,Grade,User_Id
70,71,1,24-11-2024,6,5,10001
71,72,1,09-11-2025,6,5,10001
72,73,1,31-01-2024,7,2,10001
73,74,1,14-02-2024,7,2,10001
74,75,1,28-03-2024,7,2,10001
75,76,1,21-04-2024,7,3,10001
76,77,1,01-05-2024,7,4,10001
77,78,1,22-06-2024,7,4,10001
78,79,1,19-07-2024,7,4,10001
79,80,1,01-08-2024,7,5,10001
80,81,1,21-09-2024,7,5,10001
81,82,1,17-10-2024,7,5,10001
82,83,1,09-11-2024,7,5,10001
83,84,1,30-07-2025,7,5,10001
84,85,1,17-01-2024,8,3,10001
85,86,1,12-02-2024,8,4,10001
86,87,1,13-03-2024,8,5,10001
87,88,1,15-04-2024,8,5,10001
88,89,1,29-05-2024,8,5,10001
89,90,1,02-06-2024,8,5,10001
90,91,1,31-07-2024,8,5,10001
91,92,1,25-08-2024,8,5,10001
92,93,1,21-09-2024,8,5,10001
93,94,1,23-10-2024,8,5,10001
94,95,1,11-11-2024,8,5,10001
95,96,1,24-03-2025,8,5,10001
96,97,1,16-01-2024,9,3,10001
97,98,1,03-02-2024,9,4,10001
98,99,1,18-03-2024,9,4,10001
99,100,1,26-04-2024,9,5,10001
100,101,1,21-05-2024,9,5,10001
101,102,1,10-06-2024,9,5,10001
102,103,1,23-07-2024,9,5,10001
103,104,1,31-08-2024,9,5,10001
104,105,1,01-09-2024,9,5,10001
105,106,1,06-10-2024,9,5,10001
106,107,1,18-11-2024,9,5,10001
107,108,1,29-01-2025,9,5,10001
108,109,1,13-01-2024,10,2,10001
109,110,1,09-02-2024,10,2,10001
110,111,1,31-03-2024,10,3,10001
111,112,1,12-04-2024,10,3,10001
112,113,1,14-05-2024,10,4,10001
113,114,1,23-06-2024,10,4,10001
114,115,1,18-07-2024,10,5,10001
115,116,1,10-08-2024,10,5,10001
116,117,1,01-09-2024,10,5,10001
117,118,1,12-10-2024,10,5,10001
118,119,1,30-11-2024,10,5,10001
119,120,1,13-07-2025,10,5,10001
120,121,1,21-01-2024,11,2,10001
121,122,1,22-02-2024,11,2,10001
122,123,1,08-03-2024,11,3,10001
123,124,1,11-04-2024,11,4,10001
124,125,1,26-05-2024,11,4,10001
125,126,1,18-06-2024,11,4,10001
126,127,1,08-07-2024,11,4,10001
127,128,1,29-08-2024,11,5,10001
128,129,1,10-09-2024,11,5,10001
129,130,1,23-10-2024,11,5,10001
130,131,1,13-11-2024,11,5,10001
131,132,1,18-06-2025,11,5,10001
132,133,1,14-01-2024,12,3,10001
133,134,1,27-02-2024,12,4,10001
134,135,1,01-03-2024,12,4,10001
135,136,1,15-04-2024,12,5,10001
136,137,1,12-05-2024,12,5,10001
137,138,1,22-06-2024,12,5,10001
138,139,1,15-07-2024,12,5,10001
139,140,1,28-08-2024,12,5,10001
140,141,1,22-09-2024,12,5,10001
141,142,1,29-10-2024,12,5,10001
142,143,1,24-11-2024,12,5,10001
143,144,1,07-10-2025,12,5,10001
144,145,1,28-01-2024,13,3,10001
145,146,1,06-02-2024,13,4,10001
146,147,1,07-03-2024,13,4,10001
147,148,1,01-04-2024,13,4,10001
148,149,1,16-05-2024,13,4,10001
149,150,1,23-06-2024,13,5,10001
150,151,1,30-07-2024,13,5,10001
151,152,1,13-08-2024,13,5,10001
152,153,1,07-09-2024,13,5,10001
153,154,1,20-10-2024,13,5,10001
154,155,1,18-11-2024,13,5,10001
155,156,1,23-09-2025,13,5,10001
156,157,1,21-01-2024,14,3,10001
157,158,1,23-02-2024,14,3,10001
158,159,1,09-03-2024,14,3,10001
159,160,1,06-04-2024,14,4,10001
160,161,1,26-05-2024,14,5,10001
161,162,1,22-06-2024,14,5,10001
162,163,1,02-07-2024,14,5,10001
163,164,1,31-08-2024,14,5,10001
164,165,1,29-09-2024,14,5,10001
165,166,1,29-10-2024,14,5,10001
166,167,1,02-11-2024,14,5,10001
167,168,1,04-07-2025,14,5,10001
168,169,1,23-01-2024,15,2,10001
169,170,1,24-02-2024,15,3,10001
170,171,1,30-03-2024,15,4,10001
171,172,1,18-04-2024,15,4,10001
172,173,1,27-05-2024,15,5,10001
173,174,1,16-06-2024,15,5,10001
174,175,1,16-07-2024,15,5,10001
175,176,1,13-08-2024,15,5,10001
176,177,1,16-09-2024,15,5,10001
177,178,1,24-10-2024,15,5,10001
178,179,1,02-11-2024,15,5,10001
179,180,1,24-04-2025,15,5,10001
180,181,1,18-01-2024,16,2,10001
181,182,1,06-02-2024,16,2,10001
182,183,1,23-03-2024,16,3,10001
183,184,1,04-04-2024,16,4,10001
184,185,1,10-05-2024,16,5,10001
185,186,1,28-06-2024,16,5,10001
186,187,1,17-07-2024,16,5,10001
187,188,1,20-08-2024,16,5,10001
188,189,1,27-09-2024,16,5,10001
189,190,1,23-10-2024,16,5,10001
190,191,1,16-11-2024,16,5,10001
191,192,1,13-06-2025,16,5,10001
192,193,1,16-01-2024,17,3,10001
193,194,1,13-02-2024,17,3,10001
194,195,1,15-03-2024,17,3,10001
195,196,1,24-04-2024,17,4,10001
196,197,1,31-05-2024,17,4,10001
197,198,1,04-06-2024,17,5,10001
198,199,1,20-07-2024,17,5,10001
199,200,1,10-08-2024,17,5,10001
200,201,1,10-09-2024,17,5,10001
201,202,1,24-10-2024,17,5,10001
202,203,1,26-11-2024,17,5,10001
203,204,1,20-06-2025,17,5,10001
204,205,1,27-01-2024,18,2,10001
205,206,1,02-02-2024,18,2,10001
206,207,1,20-03-2024,18,2,10001
207,208,1,23-04-2024,18,3,10001
208,209,1,20-05-2024,18,3,10001
209,210,1,14-06-2024,18,4,10001
210,211,1,13-07-2024,18,4,10001
211,212,1,09-08-2024,18,4,10001
212,213,1,15-09-2024,18,5,10001
213,214,1,12-10-2024,18,5,10001
214,215,1,04-11-2024,18,5,10001
215,216,1,05-01-2025,18,5,10001
216,217,1,04-01-2024,19,3,10001
217,218,1,24-02-2024,19,4,10001
218,219,1,13-03-2024,19,5,10001
219,220,1,16-04-2024,19,5,10001
220,221,1,01-05-2024,19,5,10001
221,222,1,03-06-2024,19,5,10001
222,223,1,18-07-2024,19,5,10001
223,224,1,15-08-2024,19,5,10001
224,225,1,28-09-2024,19,5,10001
225,226,1,14-10-2024,19,5,10001
226,227,1,30-11-2024,19,5,10001
227,228,1,23-02-2025,19,5,10001
228,229,1,03-01-2024,20,3,10001
229,230,1,27-02-2024,20,4,10001
230,231,1,14-03-2024,20,5,10001
231,232,1,24-04-2024,20,5,10001
232,233,1,05-05-2024,20,5,10001
233,234,1,08-06-2024,20,5,10001
234,235,1,09-07-2024,20,5,10001
235,236,1,25-08-2024,20,5,10001
236,237,1,22-09-2024,20,5,10001
237,238,1,13-10-2024,20,5,10001
238,239,1,27-11-2024,20,5,10001
239,240,1,08-09-2025,20,5,10001
240,241,1,01-01-2024,21,3,10001
241,242,1,09-02-2024,21,3,10001
242,243,1,25-03-2024,21,3,10001
243,244,1,22-04-2024,21,4,10001
244,245,1,29-05-2024,21,5,10001
245,246,1,28-06-2024,21,5,10001
246,247,1,28-07-2024,21,5,10001
247,248,1,06-08-2024,21,5,10001
248,249,1,06-09-2024,21,5,10001
249,250,1,19-10-2024,21,5,10001
250,251,1,29-11-2024,21,5,10001
251,252,1,08-01-2025,21,5,10001
252,253,1,02-01-2024,22,2,10001
253,254,1,19-02-2024,22,2,10001
254,255,1,13-03-2024,22,2,10001
255,256,1,09-04-2024,22,3,10001
256,257,1,18-05-2024,22,4,10001
257,258,1,04-06-2024,22,5,10001
258,259,1,07-07-2024,22,5,10001
259,260,1,17-08-2024,22,5,10001
260,261,1,19-09-2024,22,5,10001
261,262,1,22-10-2024,22,5,10001
262,263,1,19-11-2024,22,5,10001
263,264,1,21-10-2025,22,5,10001
264,265,1,27-01-2024,23,3,10001
265,266,1,09-02-2024,23,4,10001
266,267,1,06-03-2024,23,5,10001
267,268,1,23-04-2024,23,5,10001
268,269,1,15-05-2024,23,5,10001
269,270,1,09-06-2024,23,5,10001
270,271,1,12-07-2024,23,5,10001
271,272,1,05-08-2024,23,5,10001
272,273,1,06-09-2024,23,5,10001
273,274,1,08-10-2024,23,5,10001
274,275,1,23-11-2024,23,5,10001
275,276,1,23-03-2025,23,5,10001
276,277,1,16-01-2024,24,3,10001
277,278,1,04-02-2024,24,4,10001
278,279,1,26-03-2024,24,4,10001
279,280,1,05-04-2024,24,4,10001
280,281,1,22-05-2024,24,5,10001
281,282,1,12-06-2024,24,5,10001
282,283,1,31-07-2024,24,5,10001
283,284,1,12-08-2024,24,5,10001
284,285,1,20-09-2024,24,5,10001
285,286,1,27-10-2024,24,5,10001
286,287,1,23-11-2024,24,5,10001
287,288,1,23-01-2025,24,5,10001
288,289,1,09-01-2024,25,2,10001
289,290,1,12-02-2024,25,3,10001
290,291,1,25-03-2024,25,4,10001
291,292,1,16-04-2024,25,4,10001
292,293,1,05-05-2024,25,5,10001
293,294,1,06-06-2024,25,5,10001
294,295,1,22-07-2024,25,5,10001
295,296,1,09-08-2024,25,5,10001
296,297,1,18-09-2024,25,5,10001
297,298,1,10-10-2024,25,5,10001
298,299,1,19-11-2024,25,5,10001
299,300,1,15-05-2025,25,5,10001
300,301,1,14-01-2024,26,1,10001
301,302,1,05-02-2024,26,2,10001
302,303,1,24-03-2024,26,3,10001
303,304,1,15-04-2024,26,4,10001
304,305,1,11-05-2024,26,4,10001
305,306,1,26-06-2024,26,4,10001
306,307,1,27-07-2024,26,5,10001
307,308,1,15-08-2024,26,5,10001
308,309,1,07-09-2024,26,5,10001
309,310,1,31-10-2024,26,5,10001
310,311,1,01-11-2024,26,5,10001
311,312,1,25-08-2025,26,5,10001
312,313,1,01-01-2024,27,1,10001
313,314,1,04-02-2024,27,2,10001
314,315,1,23-03-2024,27,2,10001
315,316,1,15-04-2024,27,2,10001
316,317,1,05-05-2024,27,3,10001
317,318,1,24-06-2024,27,4,10001
318,319,1,10-07-2024,27,4,10001
319,320,1,09-08-2024,27,4,10001
320,321,1,27-09-2024,27,5,10001
321,322,1,11-10-2024,27,5,10001
322,323,1,13-11-2024,27,5,10001
323,324,1,02-11-2025,27,5,10001
324,325,1,03-01-2024,28,3,10001
325,326,1,07-02-2024,28,3,10001
326,327,1,12-03-2024,28,4,10001
327,328,1,24-04-2024,28,4,10001
328,329,1,09-05-2024,28,4,10001
329,330,1,22-06-2024,28,4,10001
330,331,1,11-07-2024,28,4,10001
331,332,1,06-08-2024,28,5,10001
332,333,1,28-09-2024,28,5,10001
333,334,1,01-10-2024,28,5,10001
334,335,1,27-11-2024,28,5,10001
335,336,1,24-02-2025,28,5,10001
336,337,1,14-01-2024,29,3,10001
337,338,1,14-02-2024,29,4,10001
338,339,1,24-03-2024,29,5,10001
339,340,1,17-04-2024,29,5,10001
340,341,1,07-05-2024,29,5,10001
341,342,1,14-06-2024,29,5,10001
342,343,1,09-07-2024,29,5,10001
343,344,1,05-08-2024,29,5,10001
344,345,1,30-09-2024,29,5,10001
345,346,1,21-10-2024,29,5,10001
346,347,1,09-11-2024,29,5,10001
347,348,1,31-01-2025,29,5,10001
348,349,1,20-01-2024,30,2,10001
349,350,1,12-02-2024,30,3,10001
350,351,1,28-03-2024,30,4,10001
351,352,1,02-04-2024,30,4,10001
352,353,1,26-05-2024,30,5,10001
353,354,1,06-06-2024,30,5,10001
354,355,1,24-07-2024,30,5,10001
355,356,1,08-08-2024,30,5,10001
356,357,1,06-09-2024,30,5,10001
357,358,1,06-10-2024,30,5,10001
358,359,1,25-11-2024,30,5,10001
359,360,1,19-01-2025,30,5,10001
360,361,1,26-01-2024,31,3,10001
361,362,1,09-02-2024,31,4,10001
362,363,1,21-03-2024,31,4,10001
363,364,1,20-04-2024,31,4,10001
364,365,1,26-05-2024,31,4,10001
365,366,1,03-06-2024,31,5,10001
366,367,1,13-07-2024,31,5,10001
367,368,1,20-08-2024,31,5,10001
368,369,1,11-09-2024,31,5,10001
369,370,1,15-10-2024,31,5,10001
370,371,1,02-11-2024,31,5,10001
371,372,1,31-10-2025,31,5,10001
372,373,1,02-01-2024,32,3,10001
373,374,1,19-02-2024,32,3,10001
374,375,1,03-03-2024,32,4,10001
375,376,1,06-04-2024,32,5,10001
376,377,1,27-05-2024,32,5,10001
377,378,1,09-06-2024,32,5,10001
378,379,1,17-07-2024,32,5,10001
379,380,1,23-08-2024,32,5,10001
380,381,1,20-09-2024,32,5,10001
381,382,1,30-10-2024,32,5,10001
382,383,1,05-11-2024,32,5,10001
383,384,1,08-09-2025,32,5,10001
384,385,1,09-01-2024,33,1,10001
385,386,1,14-02-2024,33,1,10001
386,387,1,04-03-2024,33,2,10001
387,388,1,09-04-2024,33,3,10001
388,389,1,19-05-2024,33,4,10001
389,390,1,29-06-2024,33,4,10001
390,391,1,25-07-2024,33,5,10001
391,392,1,19-08-2024,33,5,10001
392,393,1,19-09-2024,33,5,10001
393,394,1,19-10-2024,33,5,10001
394,395,1,14-11-2024,33,5,10001
395,396,1,24-06-2025,33,5,10001
396,397,1,17-01-2024,34,2,10001
397,398,1,04-02-2024,34,3,10001
398,399,1,03-03-2024,34,3,10001
399,400,1,04-04-2024,34,3,10001
400,401,1,03-05-2024,34,3,10001
401,402,1,16-06-2024,34,3,10001
402,403,1,31-07-2024,34,4,10001
403,404,1,14-08-2024,34,5,10001
404,405,1,11-09-2024,34,5,10001
405,406,1,29-10-2024,34,5,10001
406,407,1,02-11-2024,34,5,10001
407,408,1,30-10-2025,34,5,10001
408,409,1,01-01-2024,35,1,10001
409,410,1,04-02-2024,35,2,10001
410,411,1,08-03-2024,35,2,10001
411,412,1,11-04-2024,35,2,10001
412,413,1,05-05-2024,35,3,10001
413,414,1,14-06-2024,35,3,10001
414,415,1,14-07-2024,35,3,10001
415,416,1,23-08-2024,35,3,10001
416,417,1,21-09-2024,35,3,10001
417,418,1,26-10-2024,35,3,10001
418,419,1,25-11-2024,35,4,10001
419,420,1,16-06-2025,35,4,10001
420,421,1,03-01-2024,36,1,10001
421,422,1,21-02-2024,36,2,10001
422,423,1,22-03-2024,36,3,10001
423,424,1,18-04-2024,36,3,10001
424,425,1,03-05-2024,36,4,10001
425,426,1,23-06-2024,36,4,10001
426,427,1,17-07-2024,36,4,10001
427,428,1,10-08-2024,36,5,10001
428,429,1,03-09-2024,36,5,10001
429,430,1,09-10-2024,36,5,10001
430,431,1,28-11-2024,36,5,10001
431,432,1,17-02-2025,36,5,10001
432,433,1,18-01-2024,37,1,10001
433,434,1,11-02-2024,37,1,10001
434,435,1,21-03-2024,37,1,10001
435,436,1,03-04-2024,37,1,10001
436,437,1,16-05-2024,37,1,10001
437,438,1,04-06-2024,37,2,10001
438,439,1,11-07-2024,37,2,10001
439,440,1,12-08-2024,37,3,10001
440,441,1,13-09-2024,37,3,10001
441,442,1,07-10-2024,37,3,10001
442,443,1,11-11-2024,37,3,10001
443,444,1,17-07-2025,37,4,10001
444,445,1,04-01-2024,38,1,10001
445,446,1,20-02-2024,38,1,10001
446,447,1,15-03-2024,38,2,10001
447,448,1,14-04-2024,38,3,10001
448,449,1,18-05-2024,38,4,10001
449,450,1,24-06-2024,38,4,10001
450,451,1,29-07-2024,38,4,10001
451,452,1,27-08-2024,38,5,10001
452,453,1,09-09-2024,38,5,10001
453,454,1,25-10-2024,38,5,10001
454,455,1,03-11-2024,38,5,10001
455,456,1,08-03-2025,38,5,10001
456,457,1,18-01-2024,39,2,10001
457,458,1,11-02-2024,39,3,10001
458,459,1,26-03-2024,39,4,10001
459,460,1,17-04-2024,39,4,10001
460,461,1,05-05-2024,39,4,10001
461,462,1,16-06-2024,39,4,10001
462,463,1,22-07-2024,39,4,10001
463,464,1,15-08-2024,39,5,10001
464,465,1,26-09-2024,39,5,10001
465,466,1,25-10-2024,39,5,10001
466,467,1,02-11-2024,39,5,10001
467,468,1,08-03-2025,39,5,10001
468,469,1,09-01-2024,40,3,10001
469,470,1,18-02-2024,40,3,10001
470,471,1,08-03-2024,40,3,10001
471,472,1,10-04-2024,40,4,10001
472,473,1,19-05-2024,40,4,10001
473,474,1,05-06-2024,40,5,10001
474,475,1,15-07-2024,40,5,10001
475,476,1,11-08-2024,40,5,10001
476,477,1,09-09-2024,40,5,10001
477,478,1,28-10-2024,40,5,10001
478,479,1,09-11-2024,40,5,10001
479,480,1,28-09-2025,40,5,10001
480,481,1,01-01-2024,41,3,10001
481,482,1,23-02-2024,41,3,10001
482,483,1,06-03-2024,41,4,10001
483,484,1,25-04-2024,41,4,10001
484,485,1,03-05-2024,41,4,10001
485,486,1,19-06-2024,41,4,10001
486,487,1,24-07-2024,41,4,10001
487,488,1,02-08-2024,41,4,10001
488,489,1,04-09-2024,41,4,10001
489,490,1,19-10-2024,41,4,10001
490,491,1,20-11-2024,41,5,10001
491,492,1,13-09-2025,41,5,10001
492,493,1,12-01-2024,42,2,10001
493,494,1,06-02-2024,42,3,10001
494,495,1,30-03-2024,42,3,10001
495,496,1,21-04-2024,42,4,10001
496,497,1,26-05-2024,42,5,10001
497,498,1,17-06-2024,42,5,10001
498,499,1,18-07-2024,42,5,10001
499,500,1,19-08-2024,42,5,10001
500,501,1,04-09-2024,42,5,10001
501,502,1,02-10-2024,42,5,10001
502,503,1,13-11-2024,42,5,10001
503,504,1,15-03-2025,42,5,10001
504,505,1,13-01-2024,43,1,10001
505,506,1,13-02-2024,43,1,10001
506,507,1,31-03-2024,43,1,10001
507,508,1,24-04-2024,43,1,10001
508,509,1,03-05-2024,43,1,10001
509,510,1,29-06-2024,43,1,10001
510,511,1,30-07-2024,43,1,10001
511,512,1,25-08-2024,43,2,10001
512,513,1,20-09-2024,43,2,10001
513,514,1,03-10-2024,43,2,10001
514,515,1,04-11-2024,43,3,10001
515,516,1,22-11-2025,43,3,10001
516,517,1,17-01-2024,44,2,10001
517,518,1,18-02-2024,44,2,10001
518,519,1,22-03-2024,44,3,10001
519,520,1,30-04-2024,44,3,10001
520,521,1,21-05-2024,44,4,10001
521,522,1,02-06-2024,44,5,10001
522,523,1,22-07-2024,44,5,10001
523,524,1,19-08-2024,44,5,10001
524,525,1,11-09-2024,44,5,10001
525,526,1,04-10-2024,44,5,10001
526,527,1,24-11-2024,44,5,10001
527,528,1,23-04-2025,44,5,10001
528,529,1,07-01-2024,45,3,10001
529,530,1,07-02-2024,45,3,10001
530,531,1,05-03-2024,45,3,10001
531,532,1,09-04-2024,45,4,10001
532,533,1,08-05-2024,45,4,10001
533,534,1,19-06-2024,45,5,10001
534,535,1,14-07-2024,45,5,10001
535,536,1,03-08-2024,45,5,10001
536,537,1,30-09-2024,45,5,10001
537,538,1,17-10-2024,45,5,10001
538,539,1,28-11-2024,45,5,10001
539,540,1,28-02-2025,45,5,10001
540,541,1,18-01-2024,46,1,10001
541,542,1,06-02-2024,46,1,10001
542,543,1,01-03-2024,46,2,10001
543,544,1,25-04-2024,46,2,10001
544,545,1,14-05-2024,46,2,10001
545,546,1,22-06-2024,46,2,10001
546,547,1,29-07-2024,46,3,10001
547,548,1,25-08-2024,46,4,10001
548,549,1,30-09-2024,46,5,10001
549,550,1,30-10-2024,46,5,10001
550,551,1,07-11-2024,46,5,10001
551,552,1,17-04-2025,46,5,10001
552,553,1,13-01-2024,47,2,10001
553,554,1,29-02-2024,47,2,10001
554,555,1,04-03-2024,47,2,10001
555,556,1,07-04-2024,47,3,10001
556,557,1,18-05-2024,47,3,10001
557,558,1,19-06-2024,47,4,10001
558,559,1,27-07-2024,47,4,10001
559,560,1,17-08-2024,47,4,10001
560,561,1,12-09-2024,47,5,10001
561,562,1,04-10-2024,47,5,10001
562,563,1,20-11-2024,47,5,10001
563,564,1,02-09-2025,47,5,10001
564,565,1,05-01-2024,48,3,10001
565,566,1,22-02-2024,48,4,10001
566,567,1,23-03-2024,48,5,10001
567,568,1,26-04-2024,48,5,10001
568,569,1,19-05-2024,48,5,10001
569,570,1,22-06-2024,48,5,10001
570,571,1,17-07-2024,48,5,10001
571,572,1,27-08-2024,48,5,10001
572,573,1,22-09-2024,48,5,10001
573,574,1,10-10-2024,48,5,10001
574,575,1,09-11-2024,48,5,10001
575,576,1,16-08-2025,48,5,10001
576,577,1,08-01-2024,49,2,10001
577,578,1,19-02-2024,49,2,10001
578,579,1,11-03-2024,49,2,10001
579,580,1,08-04-2024,49,3,10001
580,581,1,17-05-2024,49,3,10001
581,582,1,12-06-2024,49,3,10001
582,583,1,28-07-2024,49,4,10001
583,584,1,04-08-2024,49,5,10001
584,585,1,27-09-2024,49,5,10001
585,586,1,07-10-2024,49,5,10001
586,587,1,13-11-2024,49,5,10001
587,588,1,16-07-2025,49,5,10001
588,589,1,07-01-2024,50,3,10001
589,590,1,20-02-2024,50,4,10001
590,591,1,12-03-2024,50,4,10001
591,592,1,23-04-2024,50,4,10001
592,593,1,17-05-2024,50,4,10001
593,594,1,16-06-2024,50,4,10001
594,595,1,09-07-2024,50,4,10001
595,596,1,22-08-2024,50,4,10001
596,597,1,08-09-2024,50,5,10001
597,598,1,15-10-2024,50,5,10001
598,599,1,25-11-2024,50,5,10001
599,600,1,26-05-2025,50,5,10001
600,601,1,04-01-2024,51,2,10001
601,602,1,18-02-2024,51,3,10001
602,603,1,17-03-2024,51,4,10001
603,604,1,03-04-2024,51,5,10001
604,605,1,13-05-2024,51,5,10001
605,606,1,03-06-2024,51,5,10001
606,607,1,22-07-2024,51,5,10001
607,608,1,28-08-2024,51,5,10001
608,609,1,20-09-2024,51,5,10001
609,610,1,17-10-2024,51,5,10001
610,611,1,16-11-2024,51,5,10001
611,612,1,02-05-2025,51,5,10001
612,613,1,16-01-2024,52,3,10001
613,614,1,06-02-2024,52,3,10001
614,615,1,16-03-2024,52,4,10001
615,616,1,23-04-2024,52,5,10001
616,617,1,10-05-2024,52,5,10001
617,618,1,14-06-2024,52,5,10001
618,619,1,28-07-2024,52,5,10001
619,620,1,25-08-2024,52,5,10001
620,621,1,15-09-2024,52,5,10001
621,622,1,10-10-2024,52,5,10001
622,623,1,11-11-2024,52,5,10001
623,624,1,31-07-2025,52,5,10001
624,625,1,05-01-2024,53,1,10001
625,626,1,10-02-2024,53,2,10001
626,627,1,06-03-2024,53,2,10001
627,628,1,05-04-2024,53,3,10001
628,629,1,29-05-2024,53,4,10001
629,630,1,10-06-2024,53,4,10001
630,631,1,13-07-2024,53,4,10001
631,632,1,13-08-2024,53,4,10001
632,633,1,08-09-2024,53,4,10001
633,634,1,24-10-2024,53,4,10001
634,635,1,11-11-2024,53,4,10001
635,636,1,11-06-2025,53,5,10001
636,637,1,04-01-2024,54,1,10001
637,638,1,25-02-2024,54,1,10001
638,639,1,12-03-2024,54,1,10001
639,640,1,14-04-2024,54,2,10001
640,641,1,23-05-2024,54,2,10001
641,642,1,15-06-2024,54,3,10001
642,643,1,01-07-2024,54,4,10001
643,644,1,15-08-2024,54,4,10001
644,645,1,14-09-2024,54,5,10001
645,646,1,05-10-2024,54,5,10001
646,647,1,07-11-2024,54,5,10001
647,648,1,03-06-2025,54,5,10001
648,649,1,01-01-2024,55,3,10001
649,650,1,12-02-2024,55,4,10001
650,651,1,07-03-2024,55,5,10001
651,652,1,08-04-2024,55,5,10001
652,653,1,06-05-2024,55,5,10001
653,654,1,05-06-2024,55,5,10001
654,655,1,26-07-2024,55,5,10001
655,656,1,04-08-2024,55,5,10001
656,657,1,04-09-2024,55,5,10001
657,658,1,22-10-2024,55,5,10001
658,659,1,19-11-2024,55,5,10001
659,660,1,28-06-2025,55,5,10001
660,661,2,13-01-2024,1,2,10036
661,662,2,20-02-2024,1,3,10036
662,663,2,10-03-2024,1,3,10036
663,664,2,17-04-2024,1,4,10036
664,665,2,31-05-2024,1,4,10036
665,666,2,14-06-2024,1,4,10036
666,667,2,21-07-2024,1,4,10036
667,668,2,17-08-2024,1,4,10036
668,669,2,25-09-2024,1,5,10036
669,670,2,20-10-2024,1,5,10036
670,671,2,02-11-2024,1,5,10036
671,672,2,17-07-2025,1,5,10036
672,673,2,30-01-2024,2,1,10036
673,674,2,26-02-2024,2,2,10036
674,675,2,08-03-2024,2,2,10036
675,676,2,30-04-2024,2,2,10036
676,677,2,29-05-2024,2,2,10036
677,678,2,30-06-2024,2,3,10036
678,679,2,11-07-2024,2,3,10036
679,680,2,22-08-2024,2,3,10036
680,681,2,23-09-2024,2,4,10036
681,682,2,30-10-2024,2,4,10036
682,683,2,15-11-2024,2,4,10036
683,684,2,23-05-2025,2,4,10036
684,685,2,13-01-2024,3,1,10036
685,686,2,19-02-2024,3,2,10036
686,687,2,13-03-2024,3,2,10036
687,688,2,13-04-2024,3,2,10036
688,689,2,03-05-2024,3,3,10036
689,690,2,10-06-2024,3,3,10036
690,691,2,23-07-2024,3,3,10036
691,692,2,19-08-2024,3,3,10036
692,693,2,14-09-2024,3,4,10036
693,694,2,02-10-2024,3,4,10036
694,695,2,27-11-2024,3,5,10036
695,696,2,23-08-2025,3,5,10036
696,697,2,30-01-2024,4,3,10036
